List_013.fa	20	0.999716	20	0.999616	20
List_114.fa	35	0.936697	5	0.941480	3
List_038.fa	34	0.998936	34	0.998466	34
List_155.fa	11	0.984007	18	0.991089	11
List_102.fa	36	0.891971	30	0.913617	3
List_127.fa	31	0.997527	31	0.984196	31
List_063.fa	15	0.999199	15	0.984747	15
List_050.fa	10	0.999785	19	0.993211	10
List_029.fa	11	0.991872	11	0.991384	11
List_055.fa	4	0.995301	4	0.994104	4
List_147.fa	37	0.993114	32	0.972015	32
List_169.fa	38	0.970488	4	0.993933	4
List_027.fa	39	0.993235	6	0.953800	6
List_119.fa	40	0.916962	11	0.925370	11
List_014.fa	20	0.989013	20	0.999567	20
List_007.fa	23	0.999319	23	0.999939	23
List_012.fa	39	0.982142	9	0.991601	39
List_097.fa	9	0.998401	9	0.999480	9
List_101.fa	5	0.998119	5	0.999587	5
List_113.fa	41	0.923931	30	0.918777	3
List_002.fa	26	0.999004	26	0.999554	26
List_078.fa	10	0.999687	10	0.999916	10
List_042.fa	10	0.990270	10	0.990592	10
List_130.fa	10	0.997624	27	0.983829	10
List_044.fa	39	0.991884	6	0.993260	39
List_082.fa	10	0.999802	10	0.985968	10
List_090.fa	27	0.999851	27	0.998438	27
List_164.fa	31	0.999692	31	0.986969	31
List_128.fa	39	0.985986	33	0.982222	39
List_131.fa	3	0.994875	3	0.998118	3
List_112.fa	8	0.982754	8	0.999373	8
List_103.fa	31	0.997351	31	0.985107	31
List_033.fa	17	0.999732	17	0.999954	17
List_058.fa	4	0.990515	38	0.996078	4
List_035.fa	39	0.986361	39	0.986609	39
List_064.fa	42	0.986622	15	0.974776	15
List_024.fa	39	0.989087	6	0.985319	39
List_116.fa	7	0.997932	7	0.998745	7
List_151.fa	31	0.997501	31	0.983298	31
List_051.fa	43	0.907130	29	0.880904	11
List_104.fa	44	0.901478	30	0.923651	30
List_018.fa	45	0.973790	24	0.997440	16
List_134.fa	34	0.991643	22	0.987608	34
List_061.fa	4	0.990878	38	0.996006	4
List_168.fa	3	0.995711	3	0.997098	3
List_133.fa	13	0.999470	13	0.982685	13
List_076.fa	10	0.999602	10	0.999863	10
List_145.fa	37	0.986035	32	0.999648	37
List_115.fa	46	0.880897	14	0.872482	43
List_059.fa	4	0.990776	38	0.995962	4
List_074.fa	7	0.998833	7	0.999096	7
List_056.fa	42	0.994648	15	0.985887	42
List_161.fa	31	0.999955	31	0.986784	31
List_019.fa	10	0.981141	27	0.990235	10
List_006.fa	33	0.989929	33	0.999218	33
List_040.fa	39	0.991871	6	0.993220	39
List_159.fa	47	0.973231	18	0.989924	11
List_162.fa	10	0.989952	27	0.986144	10
List_152.fa	48	0.995961	44	0.965512	44
List_073.fa	4	0.989733	38	0.991276	4
List_096.fa	3	0.980740	3	0.997163	3
List_157.fa	11	0.994860	29	0.980853	11
List_080.fa	10	0.999978	10	0.985974	10
List_166.fa	31	0.999000	31	0.986506	31
List_062.fa	4	0.990923	38	0.995917	4
List_023.fa	49	0.974110	43	0.998893	43
List_026.fa	39	0.988222	9	0.994407	39
List_111.fa	4	0.996944	38	0.994256	4
List_025.fa	11	0.991846	18	0.980121	11
List_135.fa	4	0.994991	38	0.992489	4
List_158.fa	50	0.990269	4	0.977335	26
List_068.fa	20	0.999761	20	0.999634	20
List_106.fa	51	0.976644	45	0.987704	16
List_093.fa	39	0.992928	6	0.996290	39
List_071.fa	4	0.989346	38	0.991388	4
List_088.fa	52	0.979152	20	0.992253	20
List_052.fa	53	0.979247	52	0.991047	20
List_079.fa	10	0.999850	27	0.985929	10
List_121.fa	50	0.988389	38	0.990709	50
List_091.fa	10	0.999516	27	0.987129	10
List_117.fa	54	0.872126	47	0.878356	43
List_085.fa	9	0.999652	9	0.999342	9
List_069.fa	55	0.972891	20	0.999412	20
List_156.fa	11	0.997036	47	0.990096	11
List_132.fa	56	0.933577	41	0.921034	41
List_110.fa	30	0.998387	30	0.984012	30
List_153.fa	11	0.997016	11	0.996487	11
List_067.fa	20	0.999786	55	0.999318	20
List_010.fa	42	0.999801	15	0.985921	42
List_120.fa	57	0.826932	28	0.849365	42
List_084.fa	9	0.999678	9	0.999313	9
List_089.fa	56	0.981171	56	0.997631	56
List_083.fa	50	0.993171	38	0.989463	50
List_139.fa	10	0.997767	27	0.983115	10
List_004.fa	42	0.983100	15	0.988943	42
List_123.fa	36	0.999926	36	0.987156	36
List_049.fa	19	0.999354	19	0.999952	19
List_107.fa	39	0.991689	6	0.993842	39
List_066.fa	20	0.998847	55	0.999584	20
List_046.fa	50	0.993706	38	0.989544	50
List_045.fa	10	0.999802	19	0.993250	10
List_028.fa	39	0.992698	6	0.991186	39
List_048.fa	4	0.990469	38	0.996151	4
List_032.fa	17	0.999275	17	0.999944	17
